,Mouse ID,Timepoint,Tumor Volume (mm3),Metastatic Sites,Drug Regimen,Sex,Age_months,Weight (g)
1486,e227,35,66.94912136,3,Placebo,Male,1,30
1487,w151,35,58.33914095,2,Ceftamin,Male,24,25
1488,q511,35,60.83866059,1,Zoniferol,Female,2,28
1489,l700,35,61.46260354,1,Naftisol,Female,18,27
1490,t451,35,63.75698964,0,Stelasyn,Male,8,29
1491,e662,35,43.22027636,1,Ramicane,Male,8,24
1492,z581,35,58.62839878,3,Infubinol,Female,24,25
1493,c264,35,61.07479506,2,Zoniferol,Female,11,27
1494,w914,35,41.66491577,1,Capomulin,Male,24,21
1495,l661,35,56.47412871,2,Ceftamin,Male,18,26
1496,v603,35,63.18943184,1,Ketapril,Female,22,30
1497,j246,35,38.75326548,1,Capomulin,Female,21,21
1498,q610,35,36.56165229,2,Ramicane,Female,18,21
1499,l509,35,40.2072885,2,Capomulin,Male,17,21
1500,m546,35,38.62753581,1,Ramicane,Male,18,16
1501,w575,35,63.68644503,2,Zoniferol,Female,16,28
1502,i386,35,64.92542037,3,Infubinol,Female,23,29
1503,y865,35,61.15313991,3,Ceftamin,Male,23,26
1504,n364,35,34.48752204,1,Ramicane,Male,4,17
1505,i738,35,36.17595269,1,Capomulin,Female,23,20
1506,k894,35,55.36266238,4,Zoniferol,Female,13,29
1507,c282,35,59.88765475,1,Placebo,Male,12,27
1508,g296,35,60.38451978,4,Zoniferol,Female,14,29
1509,u327,35,58.08902837,1,Ketapril,Male,17,25
1510,j913,35,35.17014843,0,Ramicane,Female,4,17
1511,y769,35,63.43063221,3,Ceftamin,Female,6,27
1512,m601,35,30.83435704,1,Capomulin,Male,22,17
1513,a444,35,41.73595083,0,Ramicane,Female,10,25
1514,q633,35,63.1256593,1,Zoniferol,Male,12,25
1515,l471,35,61.40599916,1,Ceftamin,Female,7,28
1516,a251,35,60.90388455,1,Infubinol,Female,21,25
1517,x401,35,30.20682488,0,Capomulin,Female,16,15
1518,n304,35,57.12241926,4,Naftisol,Male,9,26
1519,o795,35,69.08509415,4,Placebo,Female,20,26
1520,p136,35,57.63078195,1,Zoniferol,Female,5,28
1521,n923,35,60.35629432,3,Ketapril,Male,19,30
1522,r604,35,59.21700015,2,Naftisol,Male,7,30
1523,t565,35,33.51567063,0,Capomulin,Female,20,17
1524,d251,35,37.70852942,2,Ramicane,Female,8,19
1525,j365,35,56.96120016,2,Zoniferol,Male,24,28
1526,c559,35,59.45504074,2,Zoniferol,Female,19,28
1527,a492,35,57.30855379,1,Stelasyn,Male,20,25
1528,g497,35,64.0948893,2,Ketapril,Male,19,28
1529,z969,35,69.17624607,4,Naftisol,Male,9,30
1530,a401,35,60.34714467,3,Zoniferol,Female,8,25
1531,f545,35,66.74292417,1,Zoniferol,Female,20,26
1532,u196,35,47.00146542,2,Ramicane,Male,18,25
1533,x402,35,55.24096223,3,Stelasyn,Male,21,28
1534,r554,35,33.06933705,3,Capomulin,Female,8,17
1535,q787,35,60.33385242,3,Placebo,Male,17,27
1536,f234,35,57.74875831,2,Stelasyn,Male,14,28
1537,j296,35,58.71448296,3,Ceftamin,Female,24,30
1538,c302,35,62.23657157,3,Zoniferol,Female,10,29
1539,c832,35,61.12448717,2,Ketapril,Male,18,29
1540,g288,35,38.95411458,1,Capomulin,Male,3,19
1541,f345,35,56.52332726,1,Infubinol,Male,23,26
1542,g107,35,71.90511721,0,Ketapril,Female,2,29
1543,b559,35,65.70576275,1,Naftisol,Male,20,26
1544,r701,35,64.73001045,1,Naftisol,Male,21,25
1545,m550,35,62.53915386,4,Ketapril,Male,18,28
1546,x773,35,55.19273639,4,Placebo,Female,21,30
1547,b128,35,37.96764437,1,Capomulin,Female,9,22
1548,p387,35,66.4922038,1,Stelasyn,Male,3,30
1549,t724,35,67.74432795,2,Naftisol,Female,2,25
1550,s565,35,64.77657909,2,Stelasyn,Female,3,29
1551,r811,35,36.00302016,1,Ramicane,Male,9,19
1552,i635,35,55.67999656,2,Propriva,Male,21,26
1553,o287,35,55.11829029,4,Ceftamin,Male,2,28
1554,c766,35,65.95236791,4,Placebo,Female,13,26
1555,o926,35,58.59399318,3,Zoniferol,Male,15,29
1556,r944,35,40.40176542,2,Capomulin,Male,12,25
1557,i901,35,62.12733561,0,Stelasyn,Male,23,29
1558,g316,35,44.70283296,2,Capomulin,Female,22,22
1559,a818,35,63.29854586,0,Naftisol,Female,12,28
1560,m650,35,69.26574681,4,Ketapril,Male,15,27
1561,b879,35,64.26088633,2,Stelasyn,Female,4,26
1562,z578,35,38.50482444,0,Ramicane,Male,11,16
1563,n763,35,57.38241296,3,Placebo,Female,16,25
1564,y793,35,36.3278696,2,Capomulin,Male,17,17
1565,u364,35,35.45948978,2,Capomulin,Male,18,17
1566,k382,35,66.07918483,4,Ketapril,Male,22,29
1567,t718,35,60.46389851,3,Placebo,Female,10,30
1568,e584,35,58.08655989,3,Naftisol,Male,9,27
1569,e476,35,60.0643402,1,Infubinol,Male,23,26
1570,v991,35,63.89531294,4,Propriva,Female,10,30
1571,g558,35,60.86215883,4,Propriva,Male,8,29
1572,z795,35,60.43565416,2,Naftisol,Female,13,29
1573,i557,35,45.94194901,0,Capomulin,Female,1,24
1574,p438,35,57.53855546,1,Ceftamin,Female,11,26
1575,w167,35,68.13428817,0,Placebo,Female,6,28
1576,i177,35,35.1521662,1,Ramicane,Male,10,18
1577,a203,35,61.93165007,2,Infubinol,Female,20,23
1578,a644,35,35.12863083,0,Ramicane,Female,7,17
1579,c927,35,61.87227365,3,Propriva,Female,4,26
1580,j755,35,62.7328576,1,Naftisol,Male,23,27
1581,y260,35,59.60355821,4,Ketapril,Female,7,25
1582,w422,35,61.40961994,4,Ketapril,Female,18,26
1583,x264,35,61.29960778,4,Naftisol,Female,21,27
1584,g570,35,62.3304204,2,Propriva,Male,16,29
1585,e213,35,58.24585435,3,Naftisol,Male,8,27
1586,q483,35,59.25348433,1,Ceftamin,Male,6,26
1587,c757,35,64.29116351,2,Placebo,Male,9,27
1588,a411,35,39.71723589,1,Ramicane,Male,3,22
1589,o562,35,65.36076742,1,Propriva,Female,4,25
1590,a685,35,58.09262925,1,Infubinol,Male,8,30
1591,a897,35,64.0528731,3,Placebo,Male,7,28
1592,g989,35,62.57087961,2,Propriva,Female,21,26
1593,o331,35,70.12623754,2,Ketapril,Male,24,30
1594,q597,35,43.80720142,1,Ramicane,Male,20,25
1595,j984,35,64.05539896,1,Stelasyn,Female,2,30
1596,v295,35,61.89315267,3,Naftisol,Female,2,27
1597,q582,35,53.71315792,2,Placebo,Male,5,30
1598,k862,35,66.58072244,3,Stelasyn,Female,13,25
1599,j119,35,43.76570537,1,Capomulin,Female,7,23
1600,k210,35,63.32933023,1,Ceftamin,Male,15,28
1601,y163,35,61.73019562,2,Infubinol,Female,17,27
1602,a275,35,56.35353804,2,Ceftamin,Female,20,28
1603,w350,35,56.68355758,1,Propriva,Male,7,26
1604,s508,35,35.8461407,0,Ramicane,Male,1,17
1605,k403,35,26.54699343,1,Ramicane,Male,21,16
1606,a699,35,56.51068234,1,Propriva,Female,5,28
1607,s710,35,44.16051879,1,Capomulin,Female,1,23
1608,c402,35,65.8079627,2,Stelasyn,Female,1,27
1609,c819,35,57.72953466,1,Ketapril,Male,21,25
1610,x581,35,58.07758293,3,Ceftamin,Female,19,28
1611,c139,35,67.82141969,1,Infubinol,Male,11,28
1612,a262,35,66.56196302,4,Placebo,Female,17,29
1613,m957,35,32.56283914,1,Capomulin,Female,3,19
1614,b742,35,39.84757556,0,Capomulin,Male,7,21
1615,c758,35,37.80238546,1,Ramicane,Male,9,17
1616,v923,35,41.43924156,2,Capomulin,Female,19,21
1617,w697,35,63.68904216,3,Stelasyn,Female,14,30
1618,p981,35,59.13102297,1,Stelasyn,Male,20,29
1619,t198,35,57.73594116,3,Propriva,Male,22,26
1620,g791,35,30.96039194,1,Ramicane,Male,11,16
1621,a262,40,69.59273198,4,Placebo,Female,17,29
1622,a644,40,35.77945086,0,Ramicane,Female,7,17
1623,i334,40,40.44237037,2,Ramicane,Female,8,20
1624,a520,40,38.25972497,1,Ramicane,Male,13,21
1625,k894,40,58.64705616,4,Zoniferol,Female,13,29
1626,e662,40,44.00672385,2,Ramicane,Male,8,24
1627,n364,40,34.95473311,1,Ramicane,Male,4,17
1628,k403,40,24.36550471,1,Ramicane,Male,21,16
1629,b128,40,38.3797259,2,Capomulin,Female,9,22
1630,i177,40,35.55793279,2,Ramicane,Male,10,18
1631,c302,40,63.28107148,4,Zoniferol,Female,10,29
1632,s508,40,32.79817119,0,Ramicane,Male,1,17
1633,y478,40,65.97112017,1,Placebo,Female,3,25
1634,t718,40,61.5303989,3,Placebo,Female,10,30
1635,c282,40,65.02179944,2,Placebo,Male,12,27
1636,o795,40,70.26647887,4,Placebo,Female,20,26
1637,m546,40,35.1145752,1,Ramicane,Male,18,16
1638,z578,40,34.02209336,0,Ramicane,Male,11,16
1639,g791,40,31.36940573,1,Ramicane,Male,11,16
1640,c758,40,32.83318858,1,Ramicane,Male,9,17
1641,d251,40,38.26540379,2,Ramicane,Female,8,19
1642,c264,40,65.70832272,2,Zoniferol,Female,11,27
1643,u196,40,43.45368679,2,Ramicane,Male,18,25
1644,c757,40,66.60436771,2,Placebo,Male,9,27
1645,r811,40,36.5200329,1,Ramicane,Male,9,19
1646,c766,40,67.68529456,4,Placebo,Female,13,26
1647,e227,40,70.7152176,3,Placebo,Male,1,30
1648,n763,40,58.01114583,4,Placebo,Female,16,25
1649,f545,40,71.10811835,1,Zoniferol,Female,20,26
1650,r944,40,41.0420449,2,Capomulin,Male,12,25
1651,x773,40,55.98767551,4,Placebo,Female,21,30
1652,s185,40,25.47214326,1,Capomulin,Female,3,17
1653,a897,40,67.21174279,4,Placebo,Male,7,28
1654,q787,40,62.0341267,3,Placebo,Male,17,27
1655,a444,40,42.50492554,0,Ramicane,Female,10,25
1656,m601,40,31.3780453,1,Capomulin,Male,22,17
1657,t565,40,33.94934131,0,Capomulin,Female,20,17
1658,q597,40,44.47182121,2,Ramicane,Male,20,25
1659,j989,40,35.50119014,1,Ramicane,Male,8,19
1660,u327,40,60.46654541,1,Ketapril,Male,17,25
1661,b879,40,67.18912666,2,Stelasyn,Female,4,26
1662,j755,40,67.2077103,1,Naftisol,Male,23,27
1663,y260,40,60.91417627,4,Ketapril,Female,7,25
1664,g570,40,68.52585616,2,Propriva,Male,16,29
1665,a275,40,60.92153868,3,Ceftamin,Female,20,28
1666,s710,40,40.17192011,1,Capomulin,Female,1,23
1667,s565,40,67.22100698,2,Stelasyn,Female,3,29
1668,p387,40,69.03887618,1,Stelasyn,Male,3,30
1669,l471,40,63.84485785,1,Ceftamin,Female,7,28
1670,i635,40,56.84243514,3,Propriva,Male,21,26
1671,e476,40,61.52527583,1,Infubinol,Male,23,26
1672,k382,40,67.42095521,4,Ketapril,Male,22,29
1673,j119,40,44.5850896,1,Capomulin,Female,7,23
1674,i901,40,64.30345451,0,Stelasyn,Male,23,29
1675,a203,40,63.59349002,2,Infubinol,Female,20,23
1676,b742,40,38.2556274,0,Capomulin,Male,7,21
1677,w422,40,63.07258467,4,Ketapril,Female,18,26
1678,k862,40,67.57134128,4,Stelasyn,Female,13,25
1679,t198,40,59.12995997,4,Propriva,Male,22,26
1680,k210,40,66.62283628,2,Ceftamin,Male,15,28
1681,a699,40,58.60544816,1,Propriva,Female,5,28
1682,f345,40,58.3155925,1,Infubinol,Male,23,26
1683,v923,40,42.1510148,2,Capomulin,Female,19,21
1684,m550,40,68.21072019,4,Ketapril,Male,18,28
1685,l661,40,59.20566876,3,Ceftamin,Male,18,26
1686,o287,40,57.1971929,4,Ceftamin,Male,2,28
1687,v295,40,65.46607444,3,Naftisol,Female,2,27
1688,e213,40,60.23654797,3,Naftisol,Male,8,27
1689,w151,40,62.18795039,2,Ceftamin,Male,24,25
1690,p189,40,74.10609077,4,Ketapril,Male,8,28
1691,t724,40,69.72832559,2,Naftisol,Female,2,25
1692,q483,40,64.19234114,1,Ceftamin,Male,6,26
1693,r701,40,66.64072178,1,Naftisol,Male,21,25
1694,p438,40,59.30528806,1,Ceftamin,Female,11,26
1695,a818,40,69.27381374,1,Naftisol,Female,12,28
1696,x264,40,63.28328821,4,Naftisol,Female,21,27
1697,c927,40,64.18322918,4,Propriva,Female,4,26
1698,a411,40,40.25881765,1,Ramicane,Male,3,22
1699,j296,40,60.07268848,3,Ceftamin,Female,24,30
1700,a685,40,60.56790371,2,Infubinol,Male,8,30
1701,z795,40,62.37663884,3,Naftisol,Female,13,29
1702,v991,40,64.8511286,4,Propriva,Female,10,30
1703,h246,40,71.15083468,2,Ketapril,Male,13,30
1704,u364,40,36.02413752,2,Capomulin,Male,18,17
1705,o562,40,71.17246321,1,Propriva,Female,4,25
1706,m957,40,32.94761484,1,Capomulin,Female,3,19
1707,c819,40,62.17570465,1,Ketapril,Male,21,25
1708,x581,40,60.28040549,3,Ceftamin,Female,19,28
1709,e584,40,62.81687083,4,Naftisol,Male,9,27
1710,g558,40,61.77496268,4,Propriva,Male,8,29
1711,y793,40,31.47541076,2,Capomulin,Male,17,17
1712,i557,40,46.82106972,1,Capomulin,Female,1,24
1713,j984,40,67.77708036,1,Stelasyn,Female,2,30
1714,l725,40,73.69349382,3,Naftisol,Female,8,26
1715,g316,40,45.56582103,2,Capomulin,Female,22,22
1716,p136,40,61.38024887,1,Zoniferol,Female,5,28
1717,r604,40,60.18611531,2,Naftisol,Male,7,30
1718,a492,40,57.92849897,1,Stelasyn,Male,20,25
1719,k483,40,64.13872489,3,Infubinol,Female,20,30
1720,o973,40,64.48781246,2,Ketapril,Female,11,29
1721,j365,40,62.32717066,2,Zoniferol,Male,24,28
1722,d474,40,60.23373278,1,Ketapril,Male,18,27
1723,l509,40,40.77081259,2,Capomulin,Male,17,21
1724,z581,40,60.05373963,3,Infubinol,Female,24,25
1725,a401,40,61.76860538,4,Zoniferol,Female,8,25
1726,g497,40,67.74281406,2,Ketapril,Male,19,28
1727,x402,40,56.69172294,3,Stelasyn,Male,21,28
1728,y865,40,63.46954946,3,Ceftamin,Male,23,26
1729,q633,40,68.49863876,2,Zoniferol,Male,12,25
1730,z969,40,70.31490411,4,Naftisol,Male,9,30
1731,a251,40,63.09507565,1,Infubinol,Female,21,25
1732,w914,40,35.61130861,2,Capomulin,Male,24,21
1733,w575,40,64.93840621,3,Zoniferol,Female,16,28
1734,r554,40,31.80484133,3,Capomulin,Female,8,17
1735,i386,40,67.28962147,4,Infubinol,Female,23,29
1736,j913,40,31.00186078,1,Ramicane,Female,4,17
1737,g296,40,62.22191493,4,Zoniferol,Female,14,29
1738,i738,40,36.84389799,2,Capomulin,Female,23,20
1739,c832,40,62.57231816,2,Ketapril,Male,18,29
1740,c559,40,60.86184431,3,Zoniferol,Female,19,28
1741,x401,40,28.16739732,0,Capomulin,Female,16,15
1742,n304,40,59.83050667,4,Naftisol,Male,9,26
1743,w350,40,62.32434769,2,Propriva,Male,7,26
1744,m650,40,70.79706787,4,Ketapril,Male,15,27
1745,c402,40,70.22229679,2,Stelasyn,Female,1,27
1746,b559,40,69.96961645,1,Naftisol,Male,20,26
1747,o926,40,59.90304448,3,Zoniferol,Male,15,29
1748,c139,40,69.42814095,2,Infubinol,Male,11,28
1749,l897,40,38.34390154,1,Capomulin,Male,17,19
1750,x822,40,59.55568466,2,Ceftamin,Male,3,29
1751,l700,40,62.98667798,1,Naftisol,Female,18,27
1752,t451,40,67.65479599,1,Stelasyn,Male,8,29
1753,y163,40,63.62067958,2,Infubinol,Female,17,27
1754,q511,40,63.19442807,2,Zoniferol,Female,2,28
1755,l733,40,59.4435065,1,Ceftamin,Female,4,30
1756,m269,40,70.21464419,1,Stelasyn,Female,22,28
1757,y769,40,64.25102761,4,Ceftamin,Female,6,27
1758,g288,40,36.35685121,1,Capomulin,Male,3,19
1759,n923,40,66.22960554,3,Ketapril,Male,19,30
1760,a963,40,58.46378685,1,Stelasyn,Female,23,27
1761,o331,40,71.44774251,3,Ketapril,Male,24,30
1762,s337,40,56.99481589,4,Zoniferol,Male,14,27
1763,n364,45,31.09533505,1,Ramicane,Male,4,17
1764,b128,45,38.98287774,2,Capomulin,Female,9,22
1765,l661,45,59.85195552,3,Ceftamin,Male,18,26
1766,y865,45,64.72983655,3,Ceftamin,Male,23,26
1767,y769,45,68.59474498,4,Ceftamin,Female,6,27
1768,b559,45,73.05136339,1,Naftisol,Male,20,26
1769,t565,45,34.45529799,0,Capomulin,Female,20,17
1770,c282,45,65.81516535,2,Placebo,Male,12,27
1771,l509,45,41.48300765,3,Capomulin,Male,17,21
1772,j296,45,61.84902336,3,Ceftamin,Female,24,30
1773,a411,45,38.4076183,1,Ramicane,Male,3,22
1774,p189,45,75.2949359,4,Ketapril,Male,8,28
1775,m650,45,73.90139912,4,Ketapril,Male,15,27
1776,q597,45,45.22086888,2,Ramicane,Male,20,25
1777,g288,45,37.07402422,1,Capomulin,Male,3,19
1778,o331,45,78.56701362,4,Ketapril,Male,24,30
1779,y163,45,67.68556862,3,Infubinol,Female,17,27
1780,i334,45,36.37451039,2,Ramicane,Female,8,20
1781,c139,45,72.2267309,2,Infubinol,Male,11,28
1782,c832,45,65.41595451,3,Ketapril,Male,18,29
1783,a262,45,70.71762058,4,Placebo,Female,17,29
1784,z581,45,62.75445141,3,Infubinol,Female,24,25
1785,g497,45,69.87225079,2,Ketapril,Male,19,28
1786,a251,45,65.52574285,1,Infubinol,Female,21,25
1787,q787,45,66.09647477,3,Placebo,Male,17,27
1788,r554,45,32.37735684,3,Capomulin,Female,8,17
1789,k483,45,66.19691151,3,Infubinol,Female,20,30
1790,w151,45,67.52748237,3,Ceftamin,Male,24,25
1791,g316,45,40.1592203,2,Capomulin,Female,22,22
1792,m550,45,69.25350312,4,Ketapril,Male,18,28
1793,e227,45,73.21293851,3,Placebo,Male,1,30
1794,a685,45,66.08306589,3,Infubinol,Male,8,30
1795,s508,45,30.27623175,0,Ramicane,Male,1,17
1796,h246,45,74.10408567,2,Ketapril,Male,13,30
1797,y793,45,31.8962384,2,Capomulin,Male,17,17
1798,c766,45,69.82314577,4,Placebo,Female,13,26
1799,z578,45,30.63869575,0,Ramicane,Male,11,16
1800,m957,45,33.32909778,1,Capomulin,Female,3,19
1801,e662,45,40.65900627,2,Ramicane,Male,8,24
1802,e476,45,62.43540402,1,Infubinol,Male,23,26
1803,k382,45,73.715619,4,Ketapril,Male,22,29
1804,a203,45,67.97341878,2,Infubinol,Female,20,23
1805,w422,45,67.98953001,4,Ketapril,Female,18,26
1806,f345,45,60.91876652,1,Infubinol,Male,23,26
1807,y260,45,62.90944062,4,Ketapril,Female,7,25
1808,m546,45,30.56462509,1,Ramicane,Male,18,16
1809,a818,45,74.99776443,2,Naftisol,Female,12,28
1810,l471,45,67.74866174,1,Ceftamin,Female,7,28
1811,s337,45,62.10965102,4,Zoniferol,Male,14,27
1812,a963,45,62.76509317,1,Stelasyn,Female,23,27
1813,q511,45,68.61106075,3,Zoniferol,Female,2,28
1814,k403,45,22.05012627,1,Ramicane,Male,21,16
1815,t451,45,68.7116302,1,Stelasyn,Male,8,29
1816,o926,45,62.32796606,4,Zoniferol,Male,15,29
1817,l897,45,38.84687569,1,Capomulin,Male,17,19
1818,c302,45,64.57522157,4,Zoniferol,Female,10,29
1819,w350,45,64.95756185,2,Propriva,Male,7,26
1820,c402,45,74.04039018,3,Stelasyn,Female,1,27
1821,v923,45,40.65812366,2,Capomulin,Female,19,21
1822,c758,45,33.39765251,1,Ramicane,Male,9,17
1823,j984,45,70.65383162,1,Stelasyn,Female,2,30
1824,a699,45,62.19141437,1,Propriva,Female,5,28
1825,a897,45,72.25596306,4,Placebo,Male,7,28
1826,t198,45,64.91136268,4,Propriva,Male,22,26
1827,k862,45,69.29914907,4,Stelasyn,Female,13,25
1828,j989,45,36.13485243,1,Ramicane,Male,8,19
1829,b742,45,38.93963263,0,Capomulin,Male,7,21
1830,m269,45,75.12368955,1,Stelasyn,Female,22,28
1831,c264,45,67.94212107,2,Zoniferol,Female,11,27
1832,g296,45,68.16319517,4,Zoniferol,Female,14,29
1833,j913,45,31.56046955,1,Ramicane,Female,4,17
1834,w575,45,68.40128593,3,Zoniferol,Female,16,28
1835,k894,45,60.75270417,4,Zoniferol,Female,13,29
1836,a444,45,43.0475426,0,Ramicane,Female,10,25
1837,q633,45,70.82779631,2,Zoniferol,Male,12,25
1838,w914,45,36.04104736,2,Capomulin,Male,24,21
1839,a401,45,66.79415599,4,Zoniferol,Female,8,25
1840,f545,45,73.32443228,1,Zoniferol,Female,20,26
1841,x402,45,61.61960615,3,Stelasyn,Male,21,28
1842,j365,45,64.29408493,2,Zoniferol,Male,24,28
1843,m601,45,28.43096411,1,Capomulin,Male,22,17
1844,d251,45,37.31123552,2,Ramicane,Female,8,19
1845,a492,45,60.12201052,1,Stelasyn,Male,20,25
1846,x401,45,28.48403281,0,Capomulin,Female,16,15
1847,p136,45,63.48869678,2,Zoniferol,Female,5,28
1848,c559,45,61.84005842,4,Zoniferol,Female,19,28
1849,s185,45,23.34359787,1,Capomulin,Female,3,17
1850,i738,45,37.31184577,2,Capomulin,Female,23,20
1851,i901,45,65.34181087,0,Stelasyn,Male,23,29
1852,c757,45,69.04284082,3,Placebo,Male,9,27
1853,t724,45,75.11328801,2,Naftisol,Female,2,25
1854,s710,45,40.72857787,1,Capomulin,Female,1,23
1855,x581,45,64.63494887,3,Ceftamin,Female,19,28
1856,a275,45,62.99935619,3,Ceftamin,Female,20,28
1857,a520,45,38.81036633,1,Ramicane,Male,13,21
1858,k210,45,68.92318457,3,Ceftamin,Male,15,28
1859,j119,45,38.1251644,1,Capomulin,Female,7,23
1860,y478,45,66.84263453,1,Placebo,Female,3,25
1861,l725,45,76.66881742,3,Naftisol,Female,8,26
1862,x822,45,61.38666032,3,Ceftamin,Male,3,29
1863,l700,45,63.94664044,1,Naftisol,Female,18,27
1864,l733,45,64.29983003,1,Ceftamin,Female,4,30
1865,n304,45,63.58639514,4,Naftisol,Male,9,26
1866,o795,45,73.05945435,4,Placebo,Female,20,26
1867,u196,45,40.66771292,3,Ramicane,Male,18,25
1868,r604,45,62.67075904,3,Naftisol,Male,7,30
1869,z969,45,73.86784476,4,Naftisol,Male,9,30
1870,g791,45,29.12847181,1,Ramicane,Male,11,16
1871,i635,45,58.63340414,3,Propriva,Male,21,26
1872,o287,45,59.74190064,4,Ceftamin,Male,2,28
1873,r701,45,69.77854407,1,Naftisol,Male,21,25
1874,r811,45,37.22565033,1,Ramicane,Male,9,19
1875,u327,45,66.26880133,2,Ketapril,Male,17,25
1876,s565,45,72.58896447,2,Stelasyn,Female,3,29
1877,g570,45,70.49278763,2,Propriva,Male,16,29
1878,i557,45,47.68596303,1,Capomulin,Female,1,24
1879,a644,45,32.97852192,1,Ramicane,Female,7,17
1880,j755,45,69.56362076,1,Naftisol,Male,23,27
1881,e213,45,63.1056963,4,Naftisol,Male,8,27
1882,e584,45,68.3597767,4,Naftisol,Male,9,27
1883,t718,45,63.42369517,4,Placebo,Female,10,30
1884,o562,45,72.45542116,2,Propriva,Female,4,25
1885,i177,45,33.56240217,3,Ramicane,Male,10,18
1886,v991,45,70.16774899,4,Propriva,Female,10,30
1887,z795,45,65.74107029,3,Naftisol,Female,13,29
1888,r944,45,41.58152074,2,Capomulin,Male,12,25
1889,u364,45,31.02392294,3,Capomulin,Male,18,17
1890,p438,45,61.43389223,1,Ceftamin,Female,11,26
1891,x773,45,58.63497149,4,Placebo,Female,21,30
1892,b879,45,72.55523894,2,Stelasyn,Female,4,26
